20006	163.264	data/compound/structure/20006.sdf
20022	476.842	data/compound/structure/20022.sdf
20027	266.432	data/compound/structure/20027.sdf
20040	296.323	data/compound/structure/20040.sdf
20068	362.386	data/compound/structure/20068.sdf
20069	348.359	data/compound/structure/20069.sdf
20087	234.383	data/compound/structure/20087.sdf
20089	615.036	data/compound/structure/20089.sdf
20105	255.384	data/compound/structure/20105.sdf
20108	167.216	data/compound/structure/20108.sdf
20112	102.133	data/compound/structure/20112.sdf
20119	179.263	data/compound/structure/20119.sdf
20121	174.244	data/compound/structure/20121.sdf
20122	132.119	data/compound/structure/20122.sdf
20123	178.148	data/compound/structure/20123.sdf
20127	146.233	data/compound/structure/20127.sdf
20137	122.548	data/compound/structure/20137.sdf
20140	143.23	data/compound/structure/20140.sdf
20141	316.826	data/compound/structure/20141.sdf
20143	146.233	data/compound/structure/20143.sdf
20148	212.201	data/compound/structure/20148.sdf
20152	142.266	data/compound/structure/20152.sdf
20154	128.239	data/compound/structure/20154.sdf
20160	361.845	data/compound/structure/20160.sdf
20161	180.203	data/compound/structure/20161.sdf
20164	284.263	data/compound/structure/20164.sdf
20168	432.472	data/compound/structure/20168.sdf
20182	436.596	data/compound/structure/20182.sdf
20189	305.199	data/compound/structure/20189.sdf
20194	468.847	data/compound/structure/20194.sdf
20205	102.133	data/compound/structure/20205.sdf
20207	144.214	data/compound/structure/20207.sdf
20209	150.602	data/compound/structure/20209.sdf
20220	295.386	data/compound/structure/20220.sdf
20221	323.44	data/compound/structure/20221.sdf
20224	226.144	data/compound/structure/20224.sdf
20232	227.191	data/compound/structure/20232.sdf
20240	194.23	data/compound/structure/20240.sdf
20242	414.498	data/compound/structure/20242.sdf
20243	355.522	data/compound/structure/20243.sdf
20247	327.38	data/compound/structure/20247.sdf
20249	272.296	data/compound/structure/20249.sdf
20257	330.427	data/compound/structure/20257.sdf
20262	225.255	data/compound/structure/20262.sdf
20267	195.221	data/compound/structure/20267.sdf
20268	320.733	data/compound/structure/20268.sdf
20281	343.532	data/compound/structure/20281.sdf
20283	168.324	data/compound/structure/20283.sdf
20290	552.8	data/compound/structure/20290.sdf
20293	453.996	data/compound/structure/20293.sdf
20295	192.613	data/compound/structure/20295.sdf
20299	318.525	data/compound/structure/20299.sdf
20311	212.245	data/compound/structure/20311.sdf
20319	446.839	data/compound/structure/20319.sdf
20332	298.36	data/compound/structure/20332.sdf
20336	209.267	data/compound/structure/20336.sdf
20347	112.172	data/compound/structure/20347.sdf
20348	205.169	data/compound/structure/20348.sdf
20350	140.182	data/compound/structure/20350.sdf
20370	188.267	data/compound/structure/20370.sdf
20371	194.23	data/compound/structure/20371.sdf
20373	200.252	data/compound/structure/20373.sdf
20374	150.602	data/compound/structure/20374.sdf
20375	239.901	data/compound/structure/20375.sdf
20392	180.159	data/compound/structure/20392.sdf
20402	180.247	data/compound/structure/20402.sdf
20407	248.3	data/compound/structure/20407.sdf
20420	168.664	data/compound/structure/20420.sdf
20426	487.838	data/compound/structure/20426.sdf
20428	941.932	data/compound/structure/20428.sdf
20430	230.696	data/compound/structure/20430.sdf
20431	622.574	data/compound/structure/20431.sdf
20439	191.633	data/compound/structure/20439.sdf
20440	202.642	data/compound/structure/20440.sdf
20442	306.271	data/compound/structure/20442.sdf
20446	146.189	data/compound/structure/20446.sdf
